_id,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,type,valence
61b1eeb62dde1bd4a71302e3,0.0117,0.42,0.544,4PqdOR9uAfyNp67P9k3bH2,0.803,7,0.166,-13.45,1,0.0465,90.092,audio_features,0.59
61b1eeb62dde1bd4a71302e4,0.00269,0.331,0.61,7wYU1avLwl1Gtkib8OTrZp,0.0548,9,0.14,-8.138,1,0.0293,132.746,audio_features,0.55
61b1eeb62dde1bd4a71302e5,0.166,0.601,0.649,0oHEteATZnAZuA9dl1dXF3,0.0000335,7,0.165,-6.979,1,0.133,89.73,audio_features,0.351
61b1eeb62dde1bd4a71302e6,0.0536,0.462,0.945,6hIOunhsLUT66KQgZV5dMD,0.746,2,0.11,-1.887,1,0.0399,165.153,audio_features,0.477
61b1eeb62dde1bd4a71302e7,0.593,0.93,0.611,0KyAGiNGUytG5JLxJu4F6l,0.00124,0,0.0592,-4.406,1,0.0415,112.127,audio_features,0.695
61b1eeb62dde1bd4a71302e8,0.00448,0.447,0.967,6EE19skJ32p58xihYj2Waa,0,0,0.487,-2.706,1,0.0793,179.991,audio_features,0.606
61b1eeb62dde1bd4a71302e9,0.00207,0.774,0.75,27L8sESb3KR79asDUBu8nW,0.0000178,11,0.0808,-4.927,0,0.0412,118.015,audio_features,0.927
61b1eeb62dde1bd4a71302ea,0.000532,0.535,0.521,6SQLk9HSNketfgs2AyIiMs,0.371,0,0.19,-5.942,1,0.0272,140.026,audio_features,0.457
61b1eeb62dde1bd4a71302eb,0.901,0.675,0.408,0mr8FAnN9X70p5KRUwMIJx,0.000714,0,0.16,-10.861,1,0.142,90.111,audio_features,0.229
61b1eeb62dde1bd4a71302ec,0.979,0.519,0.0696,2ukrSqd5725LMi9qQjh528,0.000115,2,0.422,-20.097,0,0.0448,103.354,audio_features,0.161
61b1eeb62dde1bd4a71302ed,0.0781,0.366,0.439,3sa1wUB8FAkoH95MGPGBWI,0.0000192,4,0.108,-5.238,1,0.0298,115.94,audio_features,0.11
61b1eeb62dde1bd4a71302ee,0.00237,0.52,0.852,58ge6dfP91o9oXMzq3XkIS,0.0000579,0,0.0733,-5.866,1,0.0543,140.267,audio_features,0.234
61b1eeb62dde1bd4a71302ef,0.0483,0.691,0.631,086myS9r57YsLbJpU0TgK9,0.0000113,2,0.104,-6.478,1,0.0368,92.004,audio_features,0.8
61b1eeb62dde1bd4a71302f0,0.141,0.765,0.663,0NuWgxEp51CutD2pJoF4OM,0.000297,0,0.0924,-5.223,1,0.0652,150.091,audio_features,0.686
61b1eeb62dde1bd4a71302f1,0.0467,0.576,0.593,360Wr96ywrCQq4kTAJ8Pq6,0.000767,9,0.237,-6.024,0,0.0306,157.993,audio_features,0.373
61b1eeb62dde1bd4a71302f2,0.918,0.514,0.424,6S7o12almFeL57rbRvdY5l,0.849,0,0.126,-10.645,1,0.0282,71.114,audio_features,0.416
61b1eeb62dde1bd4a71302f3,0.542,0.404,0.664,1NZs6n6hl8UuMaX0UC0YTz,0.00402,1,0.11,-6.698,1,0.0407,107.747,audio_features,0.0949
61b1eeb62dde1bd4a71302f4,0.721,0.585,0.436,7lPN2DXiMsVn7XUKtOW1CS,0.0000131,10,0.105,-8.761,1,0.0601,143.874,audio_features,0.132
61b1eeb62dde1bd4a71302f5,0.0861,0.596,0.575,3jHdKaLCkuNEkWcLVmQPCX,0.000153,11,0.334,-8.325,0,0.0514,98.265,audio_features,0.34
61b1eeb62dde1bd4a71302f6,0.41,0.749,0.497,1ko2lVN0vKGUl9zrU0qSlT,0.0499,10,0.0504,-12.609,0,0.105,95.818,audio_features,0.585
61b1eeb62dde1bd4a71302f7,0.707,0.379,0.219,4EWBhKf1fOFnyMtUzACXEc,0.000691,5,0.118,-11.196,1,0.0307,79.786,audio_features,0.188
61b1eeb62dde1bd4a71302f8,0.409,0.721,0.339,7DfFc7a6Rwfi3YQMRbDMau,0.00153,0,0.0973,-11.195,1,0.0532,129.83,audio_features,0.2
61b1eeb62dde1bd4a71302f9,0.845,0.444,0.418,78TzliRJJhCgsZ0ARUm8vI,0.00106,9,0.0747,-12.343,1,0.0296,81.829,audio_features,0.225
61b1eeb62dde1bd4a71302fa,0.00387,0.486,0.528,6suYoN4gFkanqOBn5yRnJC,0.000014,1,0.106,-11.722,1,0.0463,178.519,audio_features,0.452
61b1eeb62dde1bd4a71302fb,0.584,0.357,0.425,4xqrdfXkTW4T0RauPLv3WA,0,5,0.322,-7.301,1,0.0333,102.078,audio_features,0.27
61b1eeb62dde1bd4a71302fc,0.659,0.606,0.466,1FWoak0OgTq1jrYfRKfXsj,0.0413,0,0.0969,-9.979,1,0.0293,119.998,audio_features,0.511
61b1eeb62dde1bd4a71302fd,0.000335,0.58,0.908,5i7ThJfYLAzp2DyZuFpF6j,0.0000484,4,0.087,-5.303,1,0.0341,115.016,audio_features,0.427
61b1eeb62dde1bd4a71302fe,0.0495,0.612,0.807,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.101,-2.81,1,0.0336,124.053,audio_features,0.398
61b1eeb62dde1bd4a71302ff,0.0678,0.588,0.521,5E30LdtzQTGqRvNd7l6kG5,0.149,10,0.123,-9.461,1,0.0329,85.012,audio_features,0.337
61b1eeb62dde1bd4a7130300,0.432,0.306,0.664,79EkGysjP2dL5GdpeQjRxT,0.0000075,9,0.135,-6.07,1,0.0276,158.283,audio_features,0.321
61b1eeb62dde1bd4a7130301,0.0473,0.81,0.353,2fGRJzoiYJYAzlQAyBONMb,0.000104,6,0.082,-9.536,1,0.0437,124.991,audio_features,0.731
61b1eeb62dde1bd4a7130302,0.208,0.578,0.386,7IL8PSVwLOJxqYne6azxQv,0.0453,6,0.307,-11.464,1,0.0278,154.902,audio_features,0.569
61b1eeb62dde1bd4a7130303,0.85,0.725,0.446,0So2sgVa8aJiARPl2P29u2,0.243,4,0.107,-8.958,0,0.0287,90.024,audio_features,0.311
61b1eeb62dde1bd4a7130304,0.324,0.683,0.273,6ftsXLGpDBkJH0fqODkUBQ,0.0000379,7,0.244,-11.458,1,0.0285,90.059,audio_features,0.719
61b1eeb62dde1bd4a7130305,0.432,0.675,0.761,6LOZws7T3jqZz78unPgFF9,0,4,0.102,-4.469,0,0.0466,119.001,audio_features,0.428
61b1eeb62dde1bd4a7130306,0.0224,0.658,0.667,1qzxS6BHsAQLJqzuzQPDRS,0.000941,9,0.152,-9.626,0,0.0329,135.022,audio_features,0.824
61b1eeb62dde1bd4a7130307,0.0289,0.589,0.797,36xBFaVGjqm7le8CTHytUj,0.00000435,9,0.383,-5.464,1,0.15,102.489,audio_features,0.232
61b1eeb62dde1bd4a7130308,0.00302,0.562,0.904,3px2rAPu74ltbkf9eZsZ8h,0,1,0.0433,-4.947,1,0.0807,94.481,audio_features,0.651
61b1eeb62dde1bd4a7130309,0.293,0.764,0.905,73MWNenV7mQGUdXB8npY4H,0,0,0.584,-4.114,1,0.194,91.047,audio_features,0.772
61b1eeb62dde1bd4a713030a,0.121,0.674,0.428,2dLLR6qlu5UJ5gk0dKz0h3,0,7,0.132,-9.504,1,0.122,84.878,audio_features,0.337
61b1eeb62dde1bd4a713030b,0.791,0.464,0.269,5F55SiWwEEytk6vsQXHxQW,0.00000768,0,0.139,-12.14,1,0.0311,131.396,audio_features,0.184
61b1eeb62dde1bd4a713030c,0.000859,0.665,0.772,3rchbdfMJ48si8MqFRs6wP,0.0000981,10,0.182,-5.997,0,0.0337,119.049,audio_features,0.272
61b1eeb62dde1bd4a713030d,0.235,0.834,0.663,0AUvWawuP0ibk4SQ3sIZjk,0,8,0.372,-6.143,1,0.133,121.876,audio_features,0.774
61b1eeb62dde1bd4a713030e,0.188,0.423,0.857,3taCbWWTilb7eNMsAzOBq4,0.0000263,2,0.105,-5.173,1,0.0687,75.024,audio_features,0.196
61b1eeb62dde1bd4a713030f,0.153,0.546,0.468,7pegxVesMmE2qK0o58xoFG,0.00257,5,0.321,-8.167,1,0.0287,73.372,audio_features,0.416
61b1eeb62dde1bd4a7130310,0.131,0.596,0.633,0VmREvheUiN0xgM5fJYQqp,0,10,0.343,-3.602,0,0.0594,148.09,audio_features,0.473
61b1eeb62dde1bd4a7130311,0.396,0.597,0.529,4A0YuzcYuEEP8A3oEZTddL,0.0000459,0,0.372,-9.207,1,0.0865,134.825,audio_features,0.146
61b1eeb62dde1bd4a7130312,0.901,0.501,0.168,5ukAQcKEIJuzIbP55xp07x,0,4,0.134,-13.682,0,0.304,82.574,audio_features,0.514
61b1eeb62dde1bd4a7130313,0.0781,0.366,0.439,48rZVgAGm0OlbbxjikCpqm,0.0000192,4,0.108,-5.238,1,0.0298,115.94,audio_features,0.11
61b1eeb62dde1bd4a7130314,0.312,0.591,0.45,25z6kpmIwkCUqk2IORrJ5v,0.000116,5,0.147,-13.291,0,0.26,144.201,audio_features,0.304
61b1eeb62dde1bd4a7130315,0.325,0.606,0.618,3vZUC1m6QVm7urnN6lcF64,0.0019,11,0.108,-5.1,1,0.0258,92.061,audio_features,0.237
61b1eeb62dde1bd4a7130316,0.00272,0.506,0.817,2DgdHcjWmO3qd50RzuBLgZ,0,11,0.0486,-5.051,0,0.0335,109.952,audio_features,0.506
61b1eeb62dde1bd4a7130317,0.0106,0.551,0.953,0GxbglYySl18aZDIaGu1RU,0.474,0,0.118,-4.695,1,0.17,128.462,audio_features,0.176
61b1eeb62dde1bd4a7130318,0.17,0.467,0.753,4Cbrtoamv6acNiHNAUKnj0,0,9,0.245,-5.319,0,0.0454,89.02,audio_features,0.44
61b1eeb62dde1bd4a7130319,0.876,0.457,0.186,37gb4JjvBTcuRONxvw8OeF,0.00437,9,0.332,-20.866,1,0.124,144.68,audio_features,0.269
61b1eeb62dde1bd4a713031a,0.194,0.664,0.797,2y51QpLzI5qbWfCcSx9Tu1,0,7,0.337,-4.473,1,0.0362,97.004,audio_features,0.284
61b1eeb62dde1bd4a713031b,0.0142,0.596,0.927,1w47gZOFLLt9voDEyK7fGd,0.00913,11,0.0665,-6.241,0,0.0727,132.984,audio_features,0.641
61b1eeb62dde1bd4a713031c,0.331,0.519,0.413,6Dqs6JddZc16yl27MDzIWY,0.0666,8,0.106,-14.462,1,0.21,159.398,audio_features,0.404
61b1eeb62dde1bd4a713031d,0.00157,0.413,0.87,2UJ2JvrxU5Ue1y08o5TzqJ,0.00000147,0,0.113,-4.885,1,0.0349,100.816,audio_features,0.8
61b1eeb62dde1bd4a713031e,0.126,0.621,0.727,2cls4groLeYT1zmlXN1pO2,0,4,0.204,-5.529,1,0.0943,112.067,audio_features,0.636
61b1eeb62dde1bd4a713031f,0.209,0.526,0.459,1PPXvuqGAF3UCbsveKoOIV,0,0,0.0936,-7.632,1,0.0813,180.094,audio_features,0.329
61b1eeb62dde1bd4a7130320,0.0473,0.408,0.563,1uRKeDUiD4fDUEAjXbmYr6,0,9,0.0781,-5.97,0,0.0374,118.543,audio_features,0.558
61b1eeb62dde1bd4a7130321,0.452,0.642,0.835,16qh2Xmo8wvvNZoAa55XIn,0,6,0.17,-7.812,0,0.049,100.079,audio_features,0.7
61b1eeb62dde1bd4a7130322,0.365,0.331,0.45,4JE6agBLHGA5TaF6FlqfBD,0.00464,10,0.22,-5.362,1,0.034,123.829,audio_features,0.18
61b1eeb62dde1bd4a7130323,0.65,0.578,0.669,1175r6ZmkUjX8dRJLz9Ohk,0,10,0.13,-4.898,1,0.0377,75.995,audio_features,0.503
61b1eeb62dde1bd4a7130324,0.798,0.714,0.322,5E62p9OYWf6Za5eZbXE13N,0.0000064,0,0.2,-11.122,1,0.028,94.048,audio_features,0.503
61b1eeb62dde1bd4a7130325,0.788,0.529,0.353,7svpAkwc6xaSxlbZ7V7JiS,0.853,7,0.116,-12.835,1,0.0292,104.557,audio_features,0.0601
61b1eeb62dde1bd4a7130326,0.325,0.606,0.618,3vZUC1m6QVm7urnN6lcF64,0.0019,11,0.108,-5.1,1,0.0258,92.061,audio_features,0.237
61b1eeb62dde1bd4a7130327,0.0192,0.494,0.723,1Bv3h7Vc4AaYA2BcSM3rVd,0.0322,6,0.134,-4.559,0,0.0441,144.036,audio_features,0.152
61b1eeb62dde1bd4a7130328,0.148,0.628,0.873,48JJE3CDWQJd0GihDa0f5f,0.0000147,3,0.0941,-7.654,1,0.0409,146.012,audio_features,0.925
61b1eeb62dde1bd4a7130329,0.731,0.726,0.431,7eJMfftS33KTjuF7lTsMCx,0,8,0.696,-8.765,0,0.135,144.026,audio_features,0.348
61b1eeb62dde1bd4a713032a,0.974,0.866,0.211,2I9zHCCeKJRKMgJ6UJFN9W,0,11,0.0987,-12.676,0,0.0404,101.295,audio_features,0.198
61b1eeb62dde1bd4a713032b,0.0301,0.226,0.261,2QVmiA93GVhWNTWQctyY1K,0.0677,2,0.0628,-11.276,1,0.0339,108.915,audio_features,0.084
61b1eeb62dde1bd4a713032c,0.126,0.621,0.727,2cls4groLeYT1zmlXN1pO2,0,4,0.204,-5.529,1,0.0943,112.067,audio_features,0.636
61b1eeb62dde1bd4a713032d,0.00346,0.546,0.586,45ROR8UMn60YEVQnDy0uVF,0.00114,6,0.0562,-8.488,1,0.0313,131.778,audio_features,0.364
61b1eeb62dde1bd4a713032e,0.974,0.3,0.0177,36c2NifUp0GDnoOQT5unhR,0.00764,0,0.106,-27.293,1,0.0422,120.492,audio_features,0.0896
61b1eeb62dde1bd4a713032f,0.965,0.469,0.309,2GBjsCkCpR5w8Zri9aE49H,0,7,0.115,-13.694,1,0.091,112.412,audio_features,0.235
61b1eeb62dde1bd4a7130330,0.441,0.67,0.413,02H1K5Cw9Ar89b35XwSEw6,0.0000863,11,0.0902,-8.117,1,0.0273,112.011,audio_features,0.145
61b1eeb62dde1bd4a7130331,0.0635,0.675,0.464,7asyVbwQE7IbA3x2be7bdI,0.073,1,0.0711,-9.277,1,0.151,79.55,audio_features,0.129
61b1eeb62dde1bd4a7130332,0.387,0.532,0.474,3XRALl9CNCnjjbCZid2L9w,0.0000851,1,0.11,-5.223,1,0.0372,124.86,audio_features,0.281
61b1eeb62dde1bd4a7130333,0.949,0.498,0.0283,6Py8QOQ4I1286xM9KncPQ4,0.00000176,6,0.251,-25.021,1,0.0427,85.473,audio_features,0.0653
61b1eeb62dde1bd4a7130334,0.838,0.646,0.0828,42H6GeQfrBkT3vTUTdpB1M,0.000012,10,0.0934,-16.205,1,0.0435,108.826,audio_features,0.293
61b1eeb62dde1bd4a7130335,0.952,0.414,0.245,6ZLt6fyonW1xOGMBC9vJPJ,0.761,7,0.104,-17.929,1,0.0429,97.236,audio_features,0.132
61b1eeb62dde1bd4a7130336,0.979,0.509,0.0167,3zksbXteOCeSusJ5Xltr3t,0.0000272,9,0.387,-24.639,1,0.115,207.97,audio_features,0.229
61b1eeb62dde1bd4a7130337,0.821,0.621,0.177,7KVA9XflawdJaRBd1XYkJu,0,7,0.0709,-13.087,1,0.0433,129.88,audio_features,0.0787
61b1eeb62dde1bd4a7130338,0.0234,0.338,0.819,7t19ubLwfZubJh2HpCUTrC,0,3,0.129,-5.666,1,0.0736,118.905,audio_features,0.698
61b1eeb62dde1bd4a7130339,0.968,0.405,0.0854,3s9eWdn8IymCPvVLcKpjww,0.0121,0,0.139,-15.488,1,0.0336,93.768,audio_features,0.148
61b1eeb62dde1bd4a713033a,0.0967,0.585,0.471,30bqVoKjX479ab90a8Pafp,0.0184,4,0.115,-9.934,0,0.0616,93.099,audio_features,0.323
61b1eeb62dde1bd4a713033b,0.162,0.413,0.521,26ZX2JrAb8AFbr8FFfAsO7,0,9,0.323,-4.469,1,0.0466,103.391,audio_features,0.532
61b1eeb62dde1bd4a713033c,0.122,0.424,0.761,0RNGGyNM2yWfuTZ9sBz7wg,0.00781,3,0.11,-8.194,0,0.0791,164.113,audio_features,0.532
61b1eeb62dde1bd4a713033d,0.218,0.682,0.722,4iMfYGWDKKuP79CAqsKd3n,0,6,0.166,-3.352,1,0.113,159.992,audio_features,0.944
61b1eeb62dde1bd4a713033e,0.779,0.357,0.238,11fJTE3KSMDeMLgatNsFqc,0.00000407,7,0.168,-11.166,1,0.0302,141.718,audio_features,0.41
61b1eeb62dde1bd4a713033f,0.116,0.685,0.67,0vq7fkHZl2khMonn5G7d9l,0,11,0.179,-5.663,1,0.0393,117.98,audio_features,0.863
61b1eeb62dde1bd4a7130340,0.531,0.548,0.508,3GNTTTs9CVmr8RTrilIBOS,0.0000872,5,0.211,-11.994,1,0.0939,119.434,audio_features,0.301
61b1eeb62dde1bd4a7130341,0.868,0.648,0.22,4ZUv5GgKcziw6ZjyxUfudU,0,5,0.291,-10.735,1,0.0503,110.706,audio_features,0.614
61b1eeb62dde1bd4a7130342,0.0708,0.721,0.521,1i6N76fftMZhijOzFQ5ZtL,0.00545,2,0.127,-8.123,1,0.0613,123.118,audio_features,0.942
61b1eeb62dde1bd4a7130343,0.605,0.669,0.388,1wAqhAF1dynDjMy7m5CSSE,0.144,0,0.0905,-11.547,1,0.0306,130.016,audio_features,0.645
61b1eeb62dde1bd4a7130344,0.00239,0.429,0.661,3AJwUDP919kvQ9QcozQPxg,0.000121,11,0.234,-7.227,1,0.0281,173.372,audio_features,0.285
61b1eeb62dde1bd4a7130345,0.0209,0.562,0.782,1Xls3QHvOQ7YLB54R6BvgG,0,0,0.315,-5.863,1,0.04,94.006,audio_features,0.486
61b1eeb62dde1bd4a7130346,0.000501,0.466,0.763,5Az8KU81g2aLBbJN67F2CI,0,0,0.0973,-4.448,1,0.0318,154.914,audio_features,0.293
61b1eeb62dde1bd4a7130347,0.0136,0.236,0.799,0Zh3tKIphLOvQux4dA6PFZ,0,4,0.0948,-5.167,0,0.0939,208.951,audio_features,0.303
61b1eeb62dde1bd4a7130348,0.00602,0.21,0.94,7lRlq939cDG4SzWOF4VAnd,0,9,0.269,-3.427,1,0.123,179.722,audio_features,0.255
61b1eeb62dde1bd4a7130349,0.15,0.497,0.744,3rM10JnYLTVRFBqzMe9Q6Q,0.0000259,2,0.133,-6.847,1,0.0368,154.534,audio_features,0.611
61b1eeb62dde1bd4a713034a,0.363,0.397,0.552,0yfDVYKVKYrHknz9gVOlQr,0,0,0.076,-5.409,1,0.0567,142.528,audio_features,0.569
61b1eeb62dde1bd4a713034b,0.255,0.57,0.31,6TCmU4U7Ooqep96bnYx5lH,0.00000203,0,0.112,-13.208,1,0.0316,139.711,audio_features,0.242
61b1eeb62dde1bd4a713034c,0.193,0.492,0.611,6bfPo8Ge3VoD4dEGSDs0R9,0,0,0.691,-6.438,1,0.102,182.529,audio_features,0.933
61b1eeb62dde1bd4a713034d,0.00605,0.534,0.724,6OiRh4kttAs1YWglvTcYkB,0.0929,6,0.108,-4.675,0,0.0495,81.846,audio_features,0.503
61b1eeb62dde1bd4a713034e,0.588,0.633,0.632,5oiZiF3fBLHqgTDaH0Pj7M,0,7,0.0499,-9.55,1,0.0643,150.024,audio_features,0.792
61b1eeb62dde1bd4a713034f,0.0381,0.514,0.881,1gpBDeONibvJyQYEv5HJh9,0.00000955,0,0.103,-6.52,1,0.0629,87.541,audio_features,0.577
61b1eeb62dde1bd4a7130350,0.633,0.509,0.206,3usozzhsqnw7XnQt9WB3hX,0,4,0.0927,-14.604,1,0.0431,143.462,audio_features,0.3
61b1eeb62dde1bd4a7130351,0.051,0.701,0.87,2JqyquFrqaoKt0SRr91meT,0,6,0.276,-3.899,0,0.0359,120.031,audio_features,0.768
61b1eeb62dde1bd4a7130352,0.17,0.522,0.458,7yR5ZDif2glYMnFP73uRMm,0.00244,11,0.072,-7.785,1,0.0275,125.973,audio_features,0.359
61b1eeb62dde1bd4a7130353,0.593,0.281,0.426,7lpmIGFw7Kc9qIdq4cGs34,0.0446,6,0.124,-9.07,0,0.0526,177.714,audio_features,0.181
61b1eeb62dde1bd4a7130354,0.29,0.762,0.596,6TNWeqDnqdqIQWYMWZmzTA,0,9,0.0691,-8.152,1,0.075,116.887,audio_features,0.378
61b1eeb62dde1bd4a7130355,0.132,0.698,0.542,4rCKRVJZKVysScn2piDuOT,0.00117,2,0.199,-4.317,1,0.131,140.096,audio_features,0.664
61b1eeb62dde1bd4a7130356,0.272,0.539,0.928,0I8x68KiTOvx1VGDJLXzGO,0,9,0.375,-5.914,1,0.0504,142.044,audio_features,0.706
61b1eeb62dde1bd4a7130357,0.396,0.597,0.529,4A0YuzcYuEEP8A3oEZTddL,0.0000459,0,0.372,-9.207,1,0.0865,134.825,audio_features,0.146
61b1eeb62dde1bd4a7130358,0.00133,0.559,0.543,1nLnpLXvl68RZCSjfkyiaa,0.00002,1,0.0577,-5.429,1,0.302,75.958,audio_features,0.337
61b1eeb72dde1bd4a7130359,0.000272,0.371,0.778,78j9wYboWAkB0UxVVq0X0H,0.000311,4,0.169,-7.969,1,0.0497,122.719,audio_features,0.482
61b1eeb72dde1bd4a713035a,0.000653,0.231,0.877,77G0k1La0c5Dw8bAFANcyp,0.026,9,0.0694,-5.278,1,0.0574,186.142,audio_features,0.524
61b1eeb72dde1bd4a713035b,0.674,0.791,0.267,01TyFEZu6mHbffsVfxgrFn,0.534,5,0.102,-11.997,1,0.0415,165.99,audio_features,0.544
61b1eeb72dde1bd4a713035c,0.02,0.526,0.637,0Z0iYAtKYswMYXL3kJtdO4,0.00000125,7,0.0978,-5.052,1,0.0656,176.1,audio_features,0.765
61b1eeb72dde1bd4a713035d,0.0835,0.263,0.521,6H3vlGfkDO5M2WTDMNbdoI,0.0474,8,0.0891,-8.022,1,0.0465,74.983,audio_features,0.263
61b1eeb72dde1bd4a713035e,0.0108,0.511,0.622,0DRvClQbN9znQ295sx76VC,0.00000451,2,0.127,-5.727,1,0.0242,99.934,audio_features,0.425
61b1eeb72dde1bd4a713035f,0.113,0.566,0.366,1BYZxKSf0aTxp8ZFoeyM3d,0.181,7,0.155,-12.808,1,0.028,129.959,audio_features,0.237
61b1eeb72dde1bd4a7130360,0.289,0.374,0.609,19C3dH0RpMnYyp2yWwBaZb,0.000157,0,0.175,-5.27,0,0.0473,155.227,audio_features,0.501
61b1eeb72dde1bd4a7130361,0.00346,0.546,0.586,45ROR8UMn60YEVQnDy0uVF,0.00114,6,0.0562,-8.488,1,0.0313,131.778,audio_features,0.364
61b1eeb72dde1bd4a7130362,0.949,0.498,0.0283,6Py8QOQ4I1286xM9KncPQ4,0.00000176,6,0.251,-25.021,1,0.0427,85.473,audio_features,0.0653
61b1eeb72dde1bd4a7130363,0.837,0.178,0.461,7mgI1HLrLMlIHL3wzotbyM,0.0187,11,0.133,-7.479,1,0.0312,180.28,audio_features,0.135
61b1eeb72dde1bd4a7130364,0.0802,0.328,0.86,0Xu6ZcuiQNRqtvvwOxm8y8,0.103,10,0.27,-6.663,1,0.0638,156.932,audio_features,0.625
61b1eeb72dde1bd4a7130365,0.109,0.666,0.527,7I1kle4TNmkfednJDKo8GR,0.0000902,9,0.132,-5.851,1,0.034,115.979,audio_features,0.37
61b1eeb72dde1bd4a7130366,0.334,0.792,0.41,0Ceozg27V0Ws9jgQixD8fr,0.0000219,5,0.106,-10.141,1,0.0492,112.043,audio_features,0.561
61b1eeb72dde1bd4a7130367,0.0366,0.435,0.404,0qZngsBTYM37fevbe03IlX,0.351,4,0.117,-13.252,1,0.0266,154.959,audio_features,0.366
61b1eeb72dde1bd4a7130368,0.00146,0.491,0.666,5QJuMhGWTUB4t9BqR7ndL3,0.00000129,2,0.104,-6.42,1,0.0317,125.041,audio_features,0.26
61b1eeb72dde1bd4a7130369,0.979,0.509,0.0167,3zksbXteOCeSusJ5Xltr3t,0.0000272,9,0.387,-24.639,1,0.115,207.97,audio_features,0.229
61b1eeb72dde1bd4a713036a,0.000147,0.447,0.89,52zzYSu7RUsSFn8cZlVjWp,0.021,9,0.101,-3.823,0,0.047,136.066,audio_features,0.269
